"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
6,"2012-01-03",16.67,-3.89,6.39,-5,-3.33,2.78,21,0,727,1743,1,1,1,1011.85293360001,1032.17126560001,8.690436,18,9.334172
7,"2012-01-03",15.56,-2.78,6.39,0,-5.56,1.67,21,0,610.170789634043,1812.71374984413,1,1,1,976.634491466676,1026.07576600001,25.266638,19,25.588506
8,"2012-01-03",16.11,-1.11,7.5,-8,-2.22,3.33,18.8618826239645,-0.43169105758849,609.830729717559,1812.52353840529,1,1,1,1019.98026640001,1022.01209960001,6.276426,16,6.276426
9,"2012-01-03",-2.22,-12.22,-7.22,-11,-11.67,-7.78,46,0,609.490669801076,1812.33332696644,1,1,1,990.857323866676,1019.98026640001,14.323126,16,14.805928
10,"2012-01-03",8.89,1.11,5,-8,-11.67,-0.56,24,0,723,1739,1,1,1,1025.05984940001,1027.09168260001,18.990212,31,19.473014
11,"2012-01-03",6.67,-3.89,1.39,-18,-11.11,-2.22,30,0,724,1738,1,1,1,1024.72121053334,1027.09168260001,14.966862,31,15.610598
12,"2012-01-03",8.33,1.11,4.72,-17,-11.11,-1.11,24,0,608.470490051625,1811.7626926499,1,1,1,1024.38257166668,1027.09168260001,20.760486,32,21.243288
13,"2012-01-03",12.78,-0.56,6.11,-8,-8.89,0.56,22,0,608.130430135142,1811.57248121105,1,1,1,826.278834666675,1023.70529393334,4.667086,21,10.138842
14,"2012-01-03",15.56,-4.44,5.56,5,-5,0.56,23,0,740,1730,1,1,1,976.634491466676,1026.07576600001,19.955816,18,20.438618
15,"2012-01-03",-1.11,-15,-8.055,-3,-16.67,-10,47,0,718,1623,1,1,1,996.952823466676,1011.51429473334,21.082354,31,22.047958
16,"2012-01-03",0,-11.67,-5.835,-5,-14.44,-7.78,43,0,607.110250385691,1811.00184689452,1,1,1,1005.75743400001,1010.49837813334,16.415268,31,17.541806
17,"2012-01-03",12.78,-7.22,2.78,-3,-7.78,-0.56,28,0,606.770190469208,1810.81163545567,1,1,1,1002.70968420001,1028.10759920001,11.104446,18,11.26538
18,"2012-01-03",15,-1.11,6.945,0,-3.89,2.78,20,0,730,1734,1,1,1,1010.49837813334,1029.80079353334,14.162192,17,14.644994
19,"2012-01-03",-3.33,-12.22,-7.775,-3,-15,-9.44,47,0,723,1630,1,1,1,996.61418460001,1024.72121053334,8.85137,23,14.805928
20,"2012-01-03",15,-1.11,6.945,0,-5,2.78,20,0,605.750010719757,1810.24100113913,1,1,1,1003.38696193334,1029.80079353334,12.713786,17,13.67939
1,"2012-01-04",-2.22,-12.78,-7.5,-17,-18.33,-10,46,0,612.164089955706,1813.87683210578,1,1,1,1011.17565586668,1016.93251660001,10.138842,27,13.357522
2,"2012-01-04",-6.11,-15,-10.555,-11,-17.78,-11.67,52,0,716,1629,1,1,1,977.650408066676,1016.25523886668,16.254334,27,18.829278
3,"2012-01-04",17.22,-0.56,8.33,11,-3.33,2.78,18,0,735,1722,1,1,1,1000.00057326668,1025.05984940001,4.02335,31,7.885766
4,"2012-01-04",22.78,5,13.89,6,3.89,8.33,8,0,728,1744,1,1,1,1000.67785100001,1025.39848826668,2.092142,35,3.540548
6,"2012-01-04",21.67,-0.56,10.555,2,5,7.22,14,0,728,1744,8,1,1,1006.43471173334,1025.39848826668,1.287472,22,7.563898
7,"2012-01-04",14.44,0,7.22,-9,-2.22,2.78,20,0,610.123730456805,1812.7355634727,1,1,1,978.666324666676,1026.41440486668,8.0467,33,11.909116
8,"2012-01-04",22.22,2.78,12.5,-8,7.22,9.44,10.8341840379579,0.743005419328561,609.783670540322,1812.54535203385,1,1,1,1012.53021133334,1020.65754413334,2.253076,24,4.184284
9,"2012-01-04",3.89,-6.67,-1.39,-5,-5.56,-3.33,35,0,609.443610623838,1812.35514059501,8,1,1,990.857323866676,1017.94843320001,4.506152,28,8.368568
10,"2012-01-04",11.67,0,5.835,-10,-8.89,0.56,22,0,724,1740,1,1,1,1027.76896033334,1028.78487693334,4.82802,29,9.334172
11,"2012-01-04",12.22,-5.56,3.33,-15,-9.44,-1.67,27,0,724,1739,1,1,1,1027.43032146668,1028.44623806668,3.701482,27,4.988954
12,"2012-01-04",11.67,-0.56,5.555,-16,-8.33,0,23,0,608.423430874388,1811.78450627847,1,1,1,1027.43032146668,1028.78487693334,4.345218,32,6.759228
13,"2012-01-04",14.44,-2.78,5.83,-8,-8.89,0,22,0,608.083370957904,1811.59429483962,1,1,1,829.326584466675,1028.10759920001,8.85137,19,9.816974
14,"2012-01-04",14.44,0,7.22,9,-2.78,2.78,20,0,740,1731,1,1,1,978.32768580001,1025.73712713334,9.816974,34,12.230984
15,"2012-01-04",-5,-16.11,-10.555,-8,-18.33,-11.67,52,0,718,1624,1,1,1,1003.38696193334,1016.59387773334,8.207634,30,10.299776
16,"2012-01-04",-2.78,-13.33,-8.055,-9,-18.33,-10,47,0,607.063191208454,1811.02366052308,1,1,1,1012.53021133334,1015.91660000001,12.713786,28,15.932466
17,"2012-01-04",17.22,-2.22,7.5,-8,-3.89,2.22,19,0,606.72313129197,1810.83344908424,127,1,284,1002.03240646668,1025.73712713334,3.379614,36,5.310822
18,"2012-01-04",16.67,2.78,9.725,5,0.56,5,15,0,730,1734,1,1,1,1007.45062833334,1025.39848826668,1.287472,15,8.85137
19,"2012-01-04",1.11,-4.44,-1.665,8,-8.33,-3.89,36,0,723,1631,1,1,1,989.164129533343,1015.91660000001,12.713786,27,15.610598
20,"2012-01-04",16.67,3.33,10,-10,0,5,15,0,605.70295154252,1810.2628147677,1,1,1,1000.33921213334,1025.05984940001,1.770274,32,7.885766
1,"2012-01-05",3.33,-3.89,-0.28,-5,-10.56,-3.89,33,0,612.117030778468,1813.89864573434,1,1,1,1004.74151740001,1010.49837813334,11.104446,25,12.552852
2,"2012-01-05",-0.56,-6.67,-3.615,2,-11.11,-6.11,39,0,716,1630,1,1,1,971.893547333343,1010.49837813334,17.541806,26,18.185542
3,"2012-01-05",20,-0.56,9.72,14,-2.22,5,15,0,735,1723,1,1,1,993.905073666676,1019.64162753334,11.748182,19,12.230984
4,"2012-01-05",21.11,6.67,13.89,6,5,9.44,8,0,728,1745,1,1,1,999.323295533343,1024.04393280001,0.643736,31,2.896812
6,"2012-01-05",21.67,3.33,12.5,6,6.11,10,10,0,728,1745,1,1,1,1005.08015626668,1024.04393280001,0.482802,25,3.701482
7,"2012-01-05",18.89,-2.22,8.335,-1,-1.67,4.44,18,0,610.076671279568,1812.75737710127,1,1,1,972.23218620001,1020.31890526668,19.633948,20,19.955816
8,"2012-01-05",21.11,7.78,14.445,-8,7.78,11.11,10.5000993393808,4.02530198839194,609.736611363084,1812.56716566242,1,1,1,1011.51429473334,1016.59387773334,1.448406,33,1.60934
9,"2012-01-05",7.78,-6.11,0.835,-11,-2.22,0,31,0,609.396551446601,1812.37695422357,8,1,1,980.35951900001,1006.77335060001,1.448406,17,3.379614
10,"2012-01-05",20,2.22,11.11,-8,2.78,7.22,13,0,724,1740,1,1,1,1022.68937733334,1023.02801620001,12.87472,27,13.357522
11,"2012-01-05",20,-0.56,9.72,-3,1.67,5,15,0,724,1740,1,1,1,1018.62571093334,1023.02801620001,10.621644,27,9.816974
12,"2012-01-05",20,0,10,-13,3.33,6.67,15,0,608.37637169715,1811.80631990703,1,1,1,1022.01209960001,1023.36665506668,8.0467,28,8.85137
13,"2012-01-05",18.89,1.67,10.28,-8,-6.11,2.78,14,0,608.036311780667,1811.61610846819,1,1,1,821.537890533342,1017.27115546668,6.759228,21,8.0467
14,"2012-01-05",19.44,-1.67,8.885,12,-2.22,3.33,17,0,740,1732,1,1,1,972.23218620001,1020.65754413334,15.771532,21,16.576202
15,"2012-01-05",2.22,-8.33,-3.055,6,-10.56,-5.56,38,0,718,1625,1,1,1,996.275545733343,1009.82110040001,5.63269,29,9.334172
16,"2012-01-05",3.33,-4.44,-0.555,-4,-10.56,-3.89,34,0,607.016132031216,1811.04547415165,1,1,1,1005.75743400001,1009.82110040001,11.104446,27,13.035654
17,"2012-01-05",20,-3.33,8.335,-4,-3.33,3.33,18,0,606.676072114733,1810.8552627128,1,1,1,996.275545733343,1020.65754413334,6.920162,20,7.081096
18,"2012-01-05",18.89,1.67,10.28,6,0.56,5.56,14,0,731,1735,1,1,1,1004.40287853334,1023.02801620001,4.345218,18,4.667086
19,"2012-01-05",8.33,-3.33,2.5,16,-3.33,0.56,28,0,723,1631,1,1,1,982.729991066676,1010.15973926668,13.518456,23,13.67939
20,"2012-01-05",19.44,2.22,10.83,-8,0.56,6.11,13,0,605.655892365282,1810.28462839626,1,1,1,997.63010120001,1023.02801620001,3.379614,23,7.081096
1,"2012-01-06",7.78,-3.89,1.945,-5,-6.11,-1.67,29,0,612.069971601231,1813.92045936291,267,1,284,1005.08015626668,1010.49837813334,0.482802,1,3.862416
2,"2012-01-06",8.33,-6.11,1.11,10,-5,-1.11,31,0,716,1630,267,3,2,972.23218620001,1009.48246153334,10.299776,22,10.943512
3,"2012-01-06",20.56,4.44,12.5,19,1.67,6.67,10,0,735,1724,1,1,1,987.47093520001,1012.19157246668,9.816974,18,15.449664
4,"2012-01-06",23.33,12.78,18.055,14,11.11,14.44,0,0,728,1745,8,1,1,990.857323866676,1012.86885020001,6.759228,19,8.690436
6,"2012-01-06",23.89,6.11,15,13,12.22,13.89,6.42491697789508,1.93459648773925,728,1745,8,1,284,996.952823466676,1015.57796113334,17.059004,19,17.380872
7,"2012-01-06",19.44,5,12.22,8,-0.56,5.56,11,0,610.02961210233,1812.77919072983,1,1,1,965.459408866676,1012.19157246668,11.748182,22,23.174496
8,"2012-01-06",22.78,13.89,18.335,-2,11.67,14.44,7.13083804036387,7.41159126489955,609.689552185847,1812.58897929099,11,1,1,1004.06423966668,1018.96434980001,12.391918,20,12.87472
9,"2012-01-06",8.33,1.11,4.72,-1,-2.22,2.22,24,0,609.349492269363,1812.39876785214,1,1,1,982.052713333343,1007.45062833334,14.966862,28,15.28873
10,"2012-01-06",22.22,6.67,14.445,5,6.67,10,7,0,724,1741,56,1,1,1020.65754413334,1021.33482186668,4.506152,21,7.081096
11,"2012-01-06",21.67,2.22,11.945,1,4.44,7.78,11,0,725,1741,56,1,1,1019.98026640001,1021.33482186668,2.896812,25,3.379614
12,"2012-01-06",21.11,3.33,12.22,-8,6.11,8.89,11,0,608.329312519913,1811.8281335356,56,1,1,1019.98026640001,1021.67346073334,3.862416,24,4.184284
13,"2012-01-06",7.22,-3.89,1.665,-8,-5.56,-0.56,30,0,607.989252603429,1811.63792209676,1,1,1,819.844696200008,1016.25523886668,5.793624,12,9.977908
14,"2012-01-06",19.44,2.78,11.11,16,-0.56,5.56,13,0,740,1733,1,1,1,965.12077000001,1012.19157246668,8.207634,21,19.633948
15,"2012-01-06",0.56,-9.44,-4.44,4,-7.22,-5,41,0,718,1626,267,3,2,997.63010120001,1010.15973926668,0.965604,35,2.896812
16,"2012-01-06",7.22,-3.89,1.665,-8,-4.44,-1.11,30,0,606.969072853979,1811.06728778022,1,1,284,1006.43471173334,1009.82110040001,2.574944,19,4.184284
17,"2012-01-06",20.56,1.11,10.835,-3,1.11,6.11,13,0,606.629012937495,1810.87707634137,1,1,1,989.841407266676,1013.20748906668,5.471756,19,12.07005
18,"2012-01-06",22.78,8.89,15.835,16,7.78,11.67,4,0,731,1736,1,1,1,995.259629133343,1013.54612793334,13.840324,19,14.644994
19,"2012-01-06",10.56,3.33,6.945,24,-1.67,3.33,20,0,723,1632,1,1,1,980.35951900001,1006.09607286668,11.587248,27,12.713786
20,"2012-01-06",23.33,10,16.665,12,8.33,12.22,3,0,605.608833188045,1810.30644202483,1,1,1,988.48685180001,1013.54612793334,11.26538,19,12.87472
1,"2012-01-07",13.89,-2.22,5.835,-8,-2.22,2.22,22,0,612.022912423993,1813.94227299148,1,1,1,1001.35512873334,1007.78926720001,4.82802,26,5.793624
2,"2012-01-07",13.33,2.78,8.055,23,-1.67,3.33,18,0,716,1631,1,1,1,969.523075266676,1007.45062833334,14.323126,26,15.449664
3,"2012-01-07",14.44,2.22,8.33,11,-3.33,3.89,18,0,735,1725,1,1,1,994.243712533343,1017.94843320001,13.196588,1,14.323126
4,"2012-01-07",20.56,9.44,15,8,6.67,9.44,6,0,729,1746,56,1,1,992.55051820001,1016.25523886668,1.60934,30,3.701482
6,"2012-01-07",21.11,7.78,14.445,9,7.22,10.56,7,0,728,1746,56,1,1,997.968740066676,1015.91660000001,2.574944,33,5.471756
7,"2012-01-07",14.44,0.56,7.5,-6,-3.89,2.78,19,0,609.982552925093,1812.8010043584,1,1,1,971.554908466676,1017.94843320001,15.771532,2,16.737136
8,"2012-01-07",20,12.22,16.11,-4,10.56,12.22,10.5295871229344,6.24726789145172,609.642493008609,1812.61079291955,62,1,1,1003.38696193334,1020.31890526668,0.643736,31,2.735878
9,"2012-01-07",3.33,-5.56,-1.115,-5,-6.11,-3.33,35,0,609.302433092126,1812.42058148071,1,1,1,994.243712533343,1019.64162753334,8.529502,30,11.909116
10,"2012-01-07",21.67,9.44,15.555,5,10.56,12.22,5,0,724,1742,62,1,2,1019.64162753334,1020.99618300001,3.057746,20,4.82802
11,"2012-01-07",22.78,5.56,14.17,5,8.89,10.56,7,0,725,1742,62,1,284,1019.30298866668,1020.99618300001,3.21868,27,3.701482
12,"2012-01-07",21.67,6.11,13.89,-1,10.56,12.22,8,0,608.282253342675,1811.84994716417,62,1,2,1018.96434980001,1020.99618300001,3.057746,25,3.862416
13,"2012-01-07",3.89,-5.56,-0.835,-5,-5,-2.78,34,0,607.942193426192,1811.65973572532,286,6,17,819.167418466675,1018.28707206668,7.402964,33,9.495106
14,"2012-01-07",15,3.33,9.165,13,-4.44,3.33,16,0,740,1734,1,1,1,970.538991866676,1017.60979433334,17.70274,3,18.990212
15,"2012-01-07",6.67,-5.56,0.555,13,-3.89,-1.67,32,0,718,1627,1,1,1,993.905073666676,1007.45062833334,0.965604,29,1.448406
16,"2012-01-07",14.44,-3.89,5.275,-5,-1.67,2.22,23,0,606.922013676741,1811.08910140878,1,1,1,1002.37104533334,1006.77335060001,4.506152,29,5.954558
17,"2012-01-07",15.56,4.44,10,-4,-3.89,3.89,15,0,606.581953760258,1810.89888996994,1,1,1,995.936906866677,1018.62571093334,14.805928,2,15.127796
18,"2012-01-07",16.11,6.67,11.39,8,5,8.33,12,0,731,1737,1,1,1,997.968740066676,1015.23932226668,6.920162,31,10.299776
19,"2012-01-07",5,-1.67,1.665,14,-5,-0.56,30,0,722,1633,1,1,1,992.889157066676,1016.93251660001,11.909116,30,12.391918
20,"2012-01-07",16.11,7.22,11.665,-3,5,8.33,12,0,605.561774010807,1810.3282556534,1,1,1,991.195962733343,1014.90068340001,9.495106,29,13.035654
1,"2012-01-08",7.22,-2.78,2.22,-8,-5.56,0,29,0,611.975853246756,1813.96408662004,1,1,1,1012.53021133334,1019.64162753334,8.207634,30,10.621644
2,"2012-01-08",3.89,-3.89,0,8,-6.67,-1.67,33,0,716,1633,1,1,1,980.35951900001,1019.64162753334,17.380872,29,17.70274
3,"2012-01-08",11.67,0.56,6.115,7,-2.22,3.33,22,0,735,1726,1,1,1,997.291462333343,1021.33482186668,13.357522,36,13.518456
4,"2012-01-08",15.56,8.33,11.945,3,8.89,8.33,11,0,729,1747,231,1,6,992.55051820001,1016.25523886668,3.862416,3,5.793624
6,"2012-01-08",16.11,5.56,10.835,3,9.44,11.11,13,0,728,1747,131,1,2,997.968740066676,1015.91660000001,12.391918,2,13.035654
7,"2012-01-08",10.56,3.89,7.225,-14,-3.33,2.78,20,0,609.935493747855,1812.82281798697,1,1,1,974.602658266676,1021.33482186668,17.059004,1,17.380872
8,"2012-01-08",22.22,11.11,16.665,-4,12.78,14.44,7.455139553595,5.2352474986994,609.595433831371,1812.63260654812,133,1,4,1003.72560080001,1015.91660000001,1.770274,36,1.931208
9,"2012-01-08",5,-7.22,-1.11,-11,-5,-2.78,35,0,609.255373914888,1812.44239510927,8,1,1,996.275545733343,1023.36665506668,1.770274,19,3.057746
10,"2012-01-08",23.89,9.44,16.665,5,10.56,12.78,3,0,724,1743,1,1,1,1021.67346073334,1023.02801620001,4.82802,14,4.988954
11,"2012-01-08",23.89,5.56,14.725,6,9.44,11.67,6,0,725,1742,8,1,1,1021.67346073334,1023.02801620001,3.21868,15,4.02335
12,"2012-01-08",23.33,7.22,15.275,-2,10.56,12.22,5,0,608.235194165438,1811.87176079274,55,1,1,1021.33482186668,1023.36665506668,1.770274,14,2.41401
13,"2012-01-08",0.56,-11.67,-5.555,-11,-9.44,-6.67,43,0,607.895134248954,1811.68154935389,1,1,1,823.569723733341,1025.73712713334,6.115492,18,7.402964
14,"2012-01-08",10.56,5.56,8.06,11,-3.33,3.33,18,0,740,1735,1,1,1,973.925380533343,1020.65754413334,16.89807,2,17.380872
15,"2012-01-08",5,-6.11,-0.555,11,-6.67,-2.78,34,0,717,1628,1,1,1,1004.74151740001,1019.64162753334,11.909116,31,12.713786
16,"2012-01-08",6.11,-2.78,1.665,-5,-5.56,0,30,0,606.874954499504,1811.11091503735,1,1,1,1013.54612793334,1018.62571093334,9.65604,30,10.943512
17,"2012-01-08",11.67,3.33,7.5,-6,-2.78,3.33,19,0,606.53489458302,1810.9207035985,1,1,1,998.984656666677,1022.01209960001,11.587248,1,12.230984
18,"2012-01-08",14.44,4.44,9.44,4,7.22,8.89,16,0,731,1738,352,1,3,1001.01648986668,1018.28707206668,6.115492,2,6.598294
19,"2012-01-08",5,-7.22,-1.11,9,-6.11,-2.22,35,0,722,1635,1,1,1,1000.00057326668,1025.73712713334,7.081096,23,7.24203
20,"2012-01-08",15,3.89,9.445,11,6.67,8.33,16,0,605.51471483357,1810.35006928196,134,1,14,993.56643480001,1017.94843320001,7.563898,1,9.334172
1,"2012-01-09",3.89,-5,-0.555,-5,-11.11,-3.89,34,0,611.928794069518,1813.98590024861,1,1,1,1017.94843320001,1022.68937733334,3.701482,23,6.43736
2,"2012-01-09",3.33,-6.11,-1.39,6,-11.11,-3.33,35,0,716,1634,1,1,1,983.745907666676,1019.64162753334,11.104446,25,12.713786
3,"2012-01-09",12.22,-3.33,4.445,4,-2.78,1.67,25,0,735,1727,1,1,1,997.63010120001,1022.68937733334,10.621644,35,11.587248
4,"2012-01-09",13.89,5.56,9.725,-1,8.33,8.89,15,0,729,1748,131,1,88,993.227795933343,1016.59387773334,10.621644,34,13.196588
6,"2012-01-09",14.44,6.11,10.275,2,8.89,9.44,14,0,728,1748,373,1,63,998.307378933343,1015.91660000001,18.024608,35,20.11675
7,"2012-01-09",11.11,-2.78,4.165,-10,-3.33,1.11,25,0,609.888434570618,1812.84463161553,1,1,1,974.941297133343,1023.02801620001,13.840324,36,14.162192
8,"2012-01-09",20,8.89,14.445,2,10,11.11,11.1072251787474,4.07313930544806,609.548374654134,1812.65442017669,375,1,63,1002.37104533334,1016.25523886668,13.518456,34,15.127796
9,"2012-01-09",9.44,-2.78,3.33,-8,-3.89,0.56,27,0,609.208314737651,1812.46420873784,1,1,1,987.809574066676,1014.56204453334,10.943512,25,12.07005
10,"2012-01-09",23.89,11.11,17.5,5,12.22,14.44,1,0,724,1744,8,1,1,1020.65754413334,1021.67346073334,3.540548,16,3.862416
11,"2012-01-09",24.44,7.78,16.11,8,10.56,12.22,4,0,725,1743,55,1,1,1020.65754413334,1021.67346073334,2.574944,25,2.896812
12,"2012-01-09",23.89,9.44,16.665,0,11.67,13.33,3,0,608.1881349882,1811.8935744213,56,1,1,1020.31890526668,1021.67346073334,3.379614,22,3.701482
13,"2012-01-09",8.33,-8.33,0,-11,-7.22,-2.78,33,0,607.848075071717,1811.70336298246,1,1,1,825.262918066675,1026.41440486668,5.471756,18,6.276426
14,"2012-01-09",10.56,0,5.28,6,-3.33,1.67,23,0,740,1735,1,1,1,974.26401940001,1022.35073846668,16.89807,36,17.059004
15,"2012-01-09",1.67,-9.44,-3.885,5,-10.56,-6.11,40,0,717,1629,1,1,1,1009.48246153334,1022.01209960001,1.60934,16,4.667086
16,"2012-01-09",3.33,-6.11,-1.39,-8,-10,-3.89,35,0,606.827895322266,1811.13272866592,1,1,1,1018.96434980001,1022.01209960001,4.345218,25,8.529502
17,"2012-01-09",12.78,0,6.39,-8,-3.33,2.22,21,0,606.487835405783,1810.94251722707,1,1,1,999.66193440001,1023.36665506668,7.402964,1,8.0467
18,"2012-01-09",10.56,6.67,8.615,3,6.11,7.22,17,0,731,1738,367,1,133,1000.33921213334,1018.62571093334,12.87472,36,14.48406
19,"2012-01-09",7.78,-2.78,2.5,16,-3.33,0,28,0,722,1636,1,1,1,989.841407266676,1016.93251660001,18.829278,24,19.473014
